index_date,ibov,oil,dolfut,ipca,embi,selic
2010-01-01,63553.8539155493,76.2333087828552,1.88780189728816,0.522413067050574,225.73075425684,8.64303276889627
2010-02-01,65121.991295841,71.5131938906895,1.82656025893072,0.61695720488603,215.679238844977,8.80745737441282
2010-03-01,66218.9102503357,74.7510884606227,1.81053325183921,0.512563226326936,184.988217157855,8.99815375382106
2010-04-01,65495.5854347484,76.829615762974,1.77925593889373,0.411973260458117,214.429894027046,8.79075476412346
2010-05-01,63520.9265031293,76.6356561030297,1.79722680614794,0.494417556911005,231.01196519454,9.54183102480059
2010-06-01,66262.3978781385,77.0599657127065,1.79193611879724,0.36663773492659,233.345296130703,10.10511714522
2010-07-01,69918.4008506214,76.8627122104703,1.75229228970686,0.312830787132955,223.644646919902,10.095343310732
2010-08-01,67950.3075793076,77.0386429780378,1.75400410710431,0.251887465932677,222.479191587689,10.1447796547137
2010-09-01,68908.0373171193,78.9057130893771,1.70269624968065,0.44879812328505,206.581296911885,10.2149963728554
2010-10-01,69996.9600676467,84.9002618466272,1.7004476354003,0.676271973664095,182.900764427013,10.3523642916154
2010-11-01,68312.4321362248,88.4233106312513,1.65339200920203,0.696334729157407,192.925020500917,10.2741382204892
2010-12-01,68079.8683410197,94.3353298618715,1.64759641238179,0.455976890194845,193.105675680556,10.290904216161
2011-01-01,64943.3226283626,96.7556614997096,1.68523813138117,0.590294742726319,178.153730949557,11.1489271564278
2011-02-01,66302.0714067718,101.699440272467,1.67432489964072,0.643694008200819,176.176512494041,11.2945201602159
2011-03-01,64888.0332521681,111.202305178531,1.65515781464625,0.78378253687352,172.361172647257,11.480658561409
2011-04-01,64188.994551299,116.143164326368,1.61749574430592,0.617574919853882,184.645636636447,12.0349335467819
2011-05-01,65079.8500647672,115.633594522146,1.56580149061611,0.534003282864125,172.962902094604,12.0296904612463
2011-06-01,67497.6278458329,115.659318199108,1.55476638101452,0.488385106020233,140.09415464591,12.1228251570958
2011-07-01,60708.0048875815,117.833228136969,1.54958103479198,0.469273440953771,163.48146542757,12.1095271415919
2011-08-01,58710.2148244028,109.862934559188,1.58756890504593,0.585418910504737,186.882661799972,12.1489111986735
2011-09-01,51887.5127819893,113.29595474896,1.85779661327312,0.532560989046389,275.643417634945,11.9874394098078
2011-10-01,57554.3930927995,111.311282332461,1.68819284344902,0.370453598175073,222.2195568856,11.5976201675328
2011-11-01,57082.6244915682,113.46484196606,1.7472959335607,0.407538967860017,223.597505060788,11.5205201731889
2011-12-01,55969.6739719012,110.862943287662,1.85227575209455,0.323365578954299,228.422648144251,11.0483754323131
2012-01-01,61878.6521645497,111.58876191994,1.75436030451088,0.287436985381348,211.786198753238,9.95043300622583
2012-02-01,65324.644457406,117.821524263901,1.71805063504227,0.291113546452793,191.780907001909,10.0796060851758
2012-03-01,61821.7778909208,123.270115744312,1.85151915781581,0.205577164873115,174.648569471523,9.94383966668689
2012-04-01,59908.3571370711,114.175941095106,1.94452690984486,0.509399511215353,203.840176207393,9.00979387262704
2012-05-01,54613.8887161427,110.574229976879,2.01182043775554,0.432120599167748,244.252701246336,8.52612992787384
2012-06-01,58256.7427361107,96.0340640627551,2.01843708095671,0.368932331994279,200.242875754722,8.40095079878128
2012-07-01,57515.358788307,102.699546460653,2.04220652151969,0.735651298044783,190.538326477099,7.88298615130748
2012-08-01,58922.4998140515,112.703491045001,2.04236755943241,0.619240917403071,177.73463525664,7.41318133871158
2012-09-01,58732.6120595405,112.416979720036,2.01921200833025,0.596127287766383,165.580204308167,7.52041641803951
2012-10-01,56131.0529989746,112.642602437887,2.03156384188904,0.558426520794668,164.947659874534,7.34380805604551
2012-11-01,57328.5583526092,111.042555444098,2.03941876433461,0.516187956371348,151.426012140624,7.2526180463339
2012-12-01,60607.6803132596,112.760208936482,2.01198171606952,0.603379624147907,145.682785280776,7.30107112727162
2013-01-01,59006.0410142434,114.759719757609,2.01032448325667,0.541608997750108,143.573362122263,7.16025074216033
2013-02-01,57625.5678726845,115.582579624478,1.97833334163893,0.43396688686507,170.47106510857,7.2583208021034
2013-03-01,54629.4361601629,107.839021045076,2.04906949454779,0.491749022416106,185.70485691344,7.3875876990624
2013-04-01,53925.5528669717,98.5214355730922,2.05681335177318,0.451194441232856,184.066122286124,7.49076484392278
2013-05-01,53729.4329347982,101.983593673072,2.12226729357292,0.433627202752204,208.306964748879,8.028230286238
2013-06-01,50299.8517507279,102.322214081084,2.22331545876751,0.501803070759837,233.329468952527,7.92487667022189
2013-07-01,48858.5105872573,107.364625001859,2.28700694117207,0.303221366417805,244.245386819068,8.40889887573557
2013-08-01,51216.7662481854,110.390439679056,2.38218247582842,0.435260170001944,253.00986759255,8.94587691471274
2013-09-01,52166.6719924089,110.404121573889,2.19791195560682,0.415667802896368,234.069671607458,9.04288911779986
2013-10-01,53210.0729061424,109.065864818931,2.20149771881937,0.568240234090481,227.975602369332,9.58752882253942
2013-11-01,52150.5954104783,109.16740031225,2.25682892574072,0.489469111625856,246.563003284989,9.99766940926609
2013-12-01,51782.1197430693,114.252324172271,2.30042894640144,0.734797417619436,228.098228994274,10.0406674698458
2014-01-01,47265.3315686435,110.558997101807,2.45887812088498,0.193899157594469,249.1098521427,10.4181159925185
2014-02-01,47437.4833576265,109.562955927088,2.33527242244244,0.51190981887147,230.341008480452,10.742904904679
2014-03-01,49455.7906296802,108.324771461208,2.30315009894784,0.953466861531887,223.801321124301,10.8321284108728
2014-04-01,49527.4580608623,105.61416242727,2.29604200383942,0.619878944441266,225.837498958223,10.9719106843087
